126, 18.34, .21
126, -37.74, .21
126, 46.23, .21
126, 60.10, .21
126, 63.00, .21
126, 59.19, .21
126, 63.00, .21
126, 68.53, .21
126, 68.53, .21
126, 74.40, .21
126, 74.40, .21
126, 68.53, .21
126, 71.02, .21
126, 70.38, .21
126, 78.12, .21
126, 65.65, .21
126, 79.72, .21
126, 67.93, .21
126, 71.67, .21
126, 73.70, .21
126, 67.35, .21
126, 67.93, .21
126, 69.14, .21
126, 69.14, .21
126, 69.75, .21
126, 78.12, .21
126, 76.59, .21
126, 85.85, .21
126, 71.02, .21
126, 76.59, .21
126, 75.85, .21
126, 77.35, .21
126, 74.40, .21
126, 79.72, .21
126, 80.54, .21
126, 78.91, .21
126, 75.12, .21
126, 76.59, .21
126, 73.01, .21
126, 86.81, .21
126, 78.12, .21
126, 80.54, .21
126, 73.70, .21
126, 71.02, .21
126, 84.92, .21
126, 75.12, .21
126, 73.70, .21
126, 80.54, .21
126, 75.85, .21
126, 80.54, .21
126, 71.67, .21
126, 81.38, .21
126, 77.35, .21
126, 78.12, .21
126, 74.40, .21
126, 77.35, .21
126, 73.70, .21
126, 75.85, .21
126, 73.70, .21
126, 87.78, .21
126, 73.70, .21
126, 79.72, .21
126, 72.34, .21
126, 77.35, .21
126, 83.11, .21
126, 83.11, .21
126, 77.35, .21
126, 82.24, .21
126, 78.12, .21
126, 76.59, .21
126, 72.34, .21
126, 78.91, .21
126, 78.91, .21
126, 74.40, .21
126, 73.70, .21
126, 73.70, .21
126, 73.70, .21
126, 74.40, .21
126, 76.59, .21
126, 76.59, .21
126, 71.02, .21
126, 71.02, .21
126, 78.12, .21
126, 82.24, .21
126, 71.67, .21
126, 82.24, .21
126, 85.85, .21
126, 73.01, .21
126, 78.12, .21
126, 87.78, .21
126, 86.81, .21
126, 78.91, .21
126, 83.11, .21
126, 73.70, .21
126, 83.11, .21
126, 78.91, .21
126, 75.12, .21
126, 78.12, .21
126, 74.40, .21
126, 75.12, .21
126, 82.24, .21
126, 81.38, .21
126, 73.01, .21
126, 76.59, .21
126, 71.02, .21
126, 78.12, .21
126, 76.59, .21
126, 85.85, .21
126, 71.02, .21
126, 75.85, .21
126, 75.12, .21
126, 82.24, .21
126, 83.11, .21
126, 78.12, .21
126, 78.91, .21
126, 79.72, .21
126, 78.12, .21
126, 74.40, .21
126, 76.59, .21
126, 73.01, .21
126, 86.81, .21
126, 72.34, .21
126, 79.72, .21
126, 74.40, .21
126, 70.38, .21
126, 84.01, .21
126, 74.40, .21
126, 75.12, .21
126, 75.12, .21
126, 72.34, .21
126, 71.67, .21
126, 71.67, .21
126, 71.02, .21
126, 71.02, .21
126, 71.67, .21
126, 71.67, .21
126, 72.34, .21
126, 79.72, .21
126, 79.72, .21
126, 75.12, .21
126, 80.54, .21
126, 71.67, .21
126, 76.59, .21
126, 78.12, .21
126, 79.72, .21
126, 83.11, .21
126, 75.12, .21
126, 77.35, .21
126, 73.70, .21
126, 88.78, .21
126, 80.54, .21
126, 75.85, .21
126, 86.81, .21
126, 79.72, .21
126, 83.11, .21
126, 83.11, .21
