168, -95.27, .30
168, -252.02, .30
168, -101.46, .30
168, -95.27, .30
168, -488.28, .30
168, -108.51, .30
168, -95.27, .30
168, -98.89, .30
168, 159.44, .30
168, -600.96, .30
168, -100.16, .30
168, -169.84, .30
168, -98.89, .30
168, -107.02, .30
168, 190.55, .30
168, -102.80, .30
168, -111.61, .30
168, -101.46, .30
168, -110.04, .30
168, -113.22, .30
168, 128.07, .30
168, 300.48, .30
168, -110.04, .30
168, -97.66, .30
168, 181.69, .30
168, -169.84, .30
168, -98.89, .30
168, -97.66, .30
168, -269.40, .30
168, -105.57, .30
168, -104.17, .30
168, -107.02, .30
168, -96.45, .30
168, -105.57, .30
168, 169.84, .30
168, 289.35, .30
168, -97.66, .30
168, -98.89, .30
168, -105.57, .30
168, -173.61, .30
168, -96.45, .30
168, -101.46, .30
168, -488.28, .30
168, -100.16, .30
168, -110.04, .30
168, -110.04, .30
168, -312.50, .30
168, -114.89, .30
168, -107.02, .30
168, -95.27, .30
168, -111.61, .30
168, -1302.08, .30
168, 260.42, .30
168, -93.01, .30
168, -101.46, .30
168, -102.80, .30
168, -260.42, .30
168, -96.45, .30
168, -101.46, .30
168, -100.16, .30
168, -104.17, .30
168, -110.04, .30
168, 156.25, .30
168, 390.63, .30
168, -169.84, .30
168, -113.22, .30
168, -98.89, .30
168, -97.66, .30
168, -142.05, .30
168, -126.01, .30
168, -104.17, .30
168, -108.51, .30
168, -104.17, .30
168, 144.68, .30
168, -488.28, .30
168, -558.04, .30
168, -97.66, .30
168, -105.57, .30
168, 976.56, .30
168, -153.19, .30
168, -108.51, .30
168, -97.66, .30
168, -111.61, .30
168, 781.25, .30
168, 244.14, .30
168, -120.19, .30
168, -107.02, .30
168, -107.02, .30
168, -100.16, .30
168, -94.13, .30
168, -244.14, .30
168, -100.16, .30
168, -98.89, .30
168, -558.04, .30
168, -113.22, .30
168, -976.56, .30
168, -100.16, .30
168, -101.46, .30
168, -102.80, .30
168, -108.51, .30
210, -29.71, .35
210, -11.66, .35
210, 25.87, .35
210, 47.93, .35
210, 71.67, .35
210, 86.81, .35
210, 90.84, .35
210, 107.02, .35
210, 101.46, .35
210, 116.60, .35
210, 114.89, .35
210, 114.89, .35
210, 132.42, .35
210, 130.21, .35
210, 130.21, .35
210, 134.70, .35
210, 130.21, .35
210, 130.21, .35
210, 122.07, .35
210, 128.07, .35
210, 122.07, .35
210, 144.68, .35
210, 139.51, .35
210, 142.05, .35
210, 132.42, .35
210, 134.70, .35
210, 130.21, .35
210, 132.42, .35
210, 132.42, .35
210, 137.06, .35
210, 137.06, .35
210, 137.06, .35
210, 132.42, .35
210, 132.42, .35
210, 130.21, .35
210, 124.01, .35
210, 139.51, .35
210, 128.07, .35
210, 122.07, .35
210, 128.07, .35
210, 139.51, .35
210, 124.01, .35
210, 134.70, .35
210, 147.41, .35
210, 147.41, .35
210, 128.07, .35
210, 139.51, .35
210, 126.01, .35
210, 130.21, .35
210, 134.70, .35
210, 134.70, .35
210, 139.51, .35
210, 130.21, .35
210, 137.06, .35
210, 132.42, .35
210, 142.05, .35
210, 144.68, .35
210, 132.42, .35
210, 132.42, .35
210, 130.21, .35
210, 142.05, .35
210, 132.42, .35
210, 130.21, .35
210, 130.21, .35
210, 144.68, .35
210, 134.70, .35
210, 142.05, .35
210, 124.01, .35
210, 128.07, .35
210, 128.07, .35
210, 132.42, .35
210, 130.21, .35
210, 134.70, .35
210, 132.42, .35
210, 137.06, .35
210, 134.70, .35
210, 144.68, .35
210, 130.21, .35
210, 126.01, .35
210, 139.51, .35
210, 139.51, .35
210, 130.21, .35
210, 130.21, .35
210, 124.01, .35
210, 147.41, .35
210, 132.42, .35
210, 134.70, .35
210, 139.51, .35
210, 142.05, .35
210, 126.01, .35
210, 137.06, .35
210, 137.06, .35
210, 128.07, .35
210, 134.70, .35
210, 139.51, .35
210, 126.01, .35
210, 137.06, .35
210, 132.42, .35
210, 139.51, .35
210, 126.01, .35
210, 132.42, .35
210, 130.21, .35
210, 132.42, .35
210, 150.24, .35
210, 150.24, .35
210, 126.01, .35
210, 147.41, .35
210, 144.68, .35
210, 130.21, .35
210, 137.06, .35
210, 122.07, .35
210, 144.68, .35
210, 128.07, .35
210, 124.01, .35
210, 142.05, .35
210, 134.70, .35
210, 128.07, .35
210, 139.51, .35
210, 139.51, .35
210, 134.70, .35
210, 139.51, .35
210, 139.51, .35
210, 132.42, .35
210, 134.70, .35
210, 142.05, .35
210, 137.06, .35
210, 128.07, .35
210, 142.05, .35
210, 126.01, .35
210, 120.19, .35
210, 144.68, .35
210, 139.51, .35
210, 139.51, .35
210, 134.70, .35
210, 128.07, .35
210, 137.06, .35
210, 137.06, .35
210, 142.05, .35
210, 130.21, .35
210, 134.70, .35
210, 134.70, .35
210, 142.05, .35
210, 126.01, .35
210, 132.42, .35
210, 130.21, .35
210, 132.42, .35
210, 144.68, .35
210, 147.41, .35
210, 130.21, .35
210, 134.70, .35
210, 139.51, .35
210, 124.01, .35
210, 134.70, .35
210, 144.68, .35
210, 139.51, .35
210, 128.07, .35
210, 126.01, .35
210, 126.01, .35
210, 130.21, .35
210, 124.01, .35
210, 139.51, .35
210, 130.21, .35
210, 124.01, .35
210, 147.41, .35
210, 132.42, .35
210, 139.51, .35
210, 139.51, .35
210, 126.01, .35
210, 137.06, .35
210, 137.06, .35
210, 147.41, .35
210, 126.01, .35
210, 124.01, .35
210, 139.51, .35
210, 134.70, .35
210, 137.06, .35
210, 134.70, .35
210, 130.21, .35
210, 134.70, .35
210, 137.06, .35
210, 134.70, .35
210, 134.70, .35
210, 144.68, .35
210, 132.42, .35
210, 139.51, .35
210, 139.51, .35
210, 130.21, .35
210, 120.19, .35
210, 134.70, .35
210, 142.05, .35
210, 122.07, .35
210, 132.42, .35
210, 134.70, .35
210, 128.07, .35
210, 134.70, .35
210, 134.70, .35
210, 142.05, .35
210, 132.42, .35
210, 134.70, .35
210, 128.07, .35
210, 139.51, .35
210, 132.42, .35
210, 132.42, .35
210, 130.21, .35
210, 144.68, .35
210, 144.68, .35
210, 132.42, .35
210, 137.06, .35
210, 134.70, .35
210, 144.68, .35
210, 130.21, .35
210, 142.05, .35
210, 142.05, .35
210, 126.01, .35
210, 130.21, .35
210, 134.70, .35
210, 134.70, .35
210, 128.07, .35
210, 128.07, .35
210, 124.01, .35
210, 128.07, .35
210, 142.05, .35
210, 128.07, .35
210, 122.07, .35
210, 144.68, .35
210, 142.05, .35
210, 126.01, .35
210, 142.05, .35
210, 130.21, .35
210, 134.70, .35
210, 130.21, .35
210, 137.06, .35
210, 137.06, .35
210, 132.42, .35
210, 134.70, .35
210, 142.05, .35
210, 126.01, .35
210, 132.42, .35
210, 142.05, .35
210, 132.42, .35
210, 134.70, .35
210, 134.70, .35
210, 134.70, .35
210, 147.41, .35
210, 126.01, .35
210, 150.24, .35
210, 128.07, .35
210, 122.07, .35
210, 144.68, .35
210, 122.07, .35
210, 132.42, .35
210, 130.21, .35
210, 132.42, .35
210, 139.51, .35
210, 124.01, .35
210, 132.42, .35
210, 130.21, .35
210, 132.42, .35
210, 134.70, .35
210, 147.41, .35
210, 126.01, .35
210, 147.41, .35
210, 128.07, .35
210, 137.06, .35
210, 132.42, .35
210, 128.07, .35
210, 124.01, .35
210, 130.21, .35
210, 126.01, .35
210, 137.06, .35
210, 139.51, .35
210, 130.21, .35
210, 134.70, .35
